src,race_date,race_course,race_number,race_id,race_class,race_distance,track_condition,race_name,track,sectional_time,incident_report
20150110-7.html,2015-01-10,Sha Tin,7,2014-307,Class 1,1200,GOOD,THE COMMITMENT AND CARING HANDICAP,ALL WEATHER TRACK,23.50 22.45 22.11,"
                BERLINSKI was withdrawn on 8.1.15 by order of the Stewards acting on veterinary advice (lame right fore).  Before being allowed to race again, BERLINSKI will be subjected to an official veterinary examination.
LORD SINCLAIR shifted out at the start and bumped ACCESS YEARS.
GO BABY GO began only fairly.
BULLISH FRIEND began awkwardly and then travelled wide and without cover throughout the race.
EXCITING DREAM and HAPPY ERA were shifted across behind runners in the early stages.
MASTER KOCHANWONG and ACCESS YEARS were sent for sampling.
            "
20150110-8.html,2015-01-10,Sha Tin,8,2014-308,Class 3,1000,GOOD TO FIRM,THE SHARING AND SUPPORTING HANDICAP,"TURF - ""A"" COURSE",13.19 20.77 22.17,"
                LOVELY DELOVELY was withdrawn on 8.1.15 by order of the Stewards acting on veterinary advice (lame left fore) and was replaced by Standby Declared Starter PENGLAI XIANZI.  Before being allowed to race again, LOVELY DELOVELY will be subjected to an official veterinary examination.
HARD BALL GET was checked on jumping when crowded for room between STRONG FOUNDATION and SKY MAN which shifted in after being bumped by LUCKY DAY.
AMBITIOUS KING began awkwardly.
Shortly after the start, MI SAVVY BOY was steadied away from the heels of PENGLAI XIANZI which shifted in.
A short distance after the start, STRONG FOUNDATION raced tight between SKY MAN and ART OF SUCCESS, both of which shifted ground.
ASIA RISING and MI SAVVY BOY were shifted across behind runners in the early stages.
Passing the 800 Metres, AMBITIOUS KING shifted out and bumped the hindquarters of HEARTILY WINS which became unbalanced.
Approaching the 200 Metres, HARD BALL GET was steadied when disappointed for running outside HEARTILY WINS.
Over the concluding stages, MI SAVVY BOY raced tight inside SKY MAN.
Also over the concluding stages, HEARTILY WINS was awkwardly placed close to the heels of SKY MAN.
When questioned regarding the performance of COUNTRY MELODY, K Teetan stated that his mount felt âflatâ.  He said when he had asked COUNTRY MELODY for an effort in its past runs, the horse had responded immediately whereas today it did not quicken as it had in the past.  He added that COUNTRY MELODY, which was having its first racing campaign, had run in a number of races of late which may have had an impact on its ability to quicken and the manner in which it finished off the race today.  A veterinary inspection of COUNTRY MELODY immediately following the race did not show any significant findings, however, the horse was unable to be scoped due to being fractious.
A veterinary inspection of SKY MAN immediately following the race did not show any significant findings.
COUNTRY MELODY, JETWINGS and LUCKY DAY were sent for sampling.
            "
20150110-9.html,2015-01-10,Sha Tin,9,2014-309,Class 3,1600,GOOD TO FIRM,THE COMMUNITY CONTRIBUTIONS HANDICAP,"TURF - ""A"" COURSE",24.66 22.81 24.27 23.89,"
                TOO FAST was withdrawn on 9.1.15 by order of the Stewards acting on veterinary advice (superficial abrasions and stiff action) and was replaced by Standby Declared Starter PO CHING TREASURE (N Rawiller).  Before being allowed to race again, TOO FAST will be subjected to an official veterinary examination.
BULLISH SMART shifted out at the start and bumped SPEEDY WALLY.
Shortly after the start, PO CHING TREASURE was bumped by EASTERN DRAGON which was taken out by TRAVEL FIRST.
Approaching and passing the 1300 Metres, SPEEDY WALLY got its head up on a number of occasions when proving very difficult to settle.
After the 1000 Metres, MODERN TSAR was left racing wide and without cover.
PO CHING TREASURE lay out rounding the Home Turn.
GRAND ELITE was held up for clear running in the early part of the Straight.
STEP HIGH was badly held up for clear running until approaching the 200 Metres.  STEP HIGH was again held up for clear running passing the 150 Metres and after the 100 Metres was checked away from the heels of TRAVEL FIRST.  Then close to the finishing line, STEP HIGH was again checked away from the heels of TRAVEL FIRST.  Because of this, STEP HIGH was not able to be properly tested.
When questioned, D Whyte stated that, from the outside barrier, it had been intended for HAPPY SUMMER to be ridden in a forward position if possible.  He said in accordance with his instructions he urged HAPPY SUMMER along in the early stages, however, the horse did not show the anticipated early speed and he was of the belief that he would have had to ride HAPPY SUMMER aggressively for the horse to cross runners to his inside and possibly lead.  He said for this reason he followed PO CHING TREASURE across whilst continuing to allow the horse to stride forward.  He said after the 1400 Metres it remained apparent to him that he would have had to make considerable use of HAPPY SUMMER to cross runners to his inside despite the moderate tempo of the race and therefore he attempted to obtain cover on HAPPY SUMMER.  He added when he was not able to shift in behind runners, HAPPY SUMMER was left racing wide and without cover.  He said he attempted to improve his position after the 600 Metres, however, FLYING UNICORN shifted out to his inside, resulting in HAPPY SUMMER being taken wider.  He said in the Straight HAPPY SUMMER finished off the race one-paced and therefore he recommended to connections that they consider stepping the horse up in distance in its future starts which may allow it to take up a forward position without having to be aggressively ridden.  A veterinary inspection of HAPPY SUMMER immediately following the race did not show any significant findings.
A veterinary inspection of BULLISH SMART and MODERN TSAR immediately following the race did not show any significant findings.
TRAVEL FIRST, RED DANCER and FLYING UNICORN were sent for sampling.
            "
20150114-1.html,2015-01-14,Happy Valley,1,2014-311,Class 5,1800,GOOD,MURRAY HANDICAP,"TURF - ""B"" COURSE",13.53 22.61 24.84 25.12 24.40,"
                After being loaded, WIN CHANCE became fractious.  Before being allowed to race again, WIN CHANCE will be required to perform satisfactorily in a stalls test.
As the start was effected, DRAGON BACHELOR became fractious and then stood flat-footed, causing the horse to lose a considerable amount of ground.  Before being allowed to race again, DRAGON BACHELOR will be required to perform satisfactorily in an official barrier trial.
Shortly after the start, WIN CHANCE shifted out and bumped LUCKY BOLE.
CAPTAIN AMERICA and HIGH SPEED METRO were shifted across behind runners in the early stages.
After the 1000 Metres, HIGH SPEED METRO was awkwardly placed close to the heels of WIN CHANCE.
In the early part of the Straight, ELECTRONIC GOSPEL got its head on the side and hung in under pressure and passing the 300 Metres bumped the hindquarters of MY CUP OVERFLOWS which became unbalanced.
Approaching the 200 Metres, HIGH SPEED METRO was steadied when held up for clear running behind MY CUP OVERFLOWS and inside ELECTRONIC GOSPEL which continued to hang in when weakening.
Passing the 200 Metres, SMART GUY raced tight inside LUCKY BOLE.
Passing the 150 Metres, LUCKY BOLE, which was commencing to give ground, was crowded for room between SMART GUY and PERFECT TRIUMPH, both of which shifted ground slightly.
Near the 75 Metres, HIGH SPEED METRO was awkwardly placed inside the heels of NAMJONG TURBO.
A veterinary inspection of DRAGON BACHELOR and ELECTRONIC  GOSPEL immediately following the race did not show any significant findings.
SMART GUY, GO SANDY GO and NAMJONG TURBO were sent for sampling.
            "
20150114-2.html,2015-01-14,Happy Valley,2,2014-312,Class 4,1200,GOOD,LAMBETH HANDICAP,"TURF - ""B"" COURSE",24.09 23.52 23.43,"
                ULTIMATE WINNERS stood flat-footed as the start was effected and consequently lost a considerable amount of ground.  As this was the second occasion on which ULTIMATE WINNERS had lost a significant amount of ground at the start, the Stewards ruled that the horse must undertake a series of consecutive official barrier trials being before permitted to race again.
As the start was effected, DIAMOND FRIENDS lifted its front feet off the ground, resulting in the horse beginning awkwardly and losing ground.
TRENDIFUL, which was standing awkwardly, was crowded for room on jumping between JOLLY SPRING and WINNING EXPRESSO, both of which shifted ground.
From the outside barrier, LAUGHING LORD was shifted across behind runners in the early stages.
After being ridden along in the early stages, WINNING EXPRESSO got its head up when momentarily racing in restricted room between TRENDIFUL and JET SET DRAGON which shifted in.
After the 1000 Metres, JOLLY SPRING proved difficult to settle and was awkwardly placed close to the heels of HOLY STAR.
HIT THE BID, which throughout the race travelled wide and without cover, proved difficult to settle after the 900 Metres.
Making the turn after the 600 Metres, DIAMOND FRIENDS raced tight inside JOLLY SPRING which, when racing keenly, shifted in when awkwardly placed behind HOLY STAR.
Rounding the Home Turn, DIAMOND FRIENDS momentarily raced tight inside JOLLY SPRING which shifted in away from the heels of HOLY STAR.
Near the 150 Metres, JOLLY SPRING was shifted to the outside of HIT THE BID to obtain clear running.
TRENDIFUL had some difficulty obtaining clear running passing the 200 Metres and then over the concluding stages was awkwardly placed close to the heels of MY LEGEND.
In the Straight, HIT THE BID lay in under pressure.
When questioned, M Demuro (HIT THE BID) stated that, from a wide barrier, he rode his mount along in the early stages to obtain a forward position as instructed.  He said JET SET DRAGON, which was drawn inside HIT THE BID, showed more early speed than his mount and for this reason making the first turn he elected to see if he was able to obtain a position behind that horse as he believed that he would have had to make too much use of HIT THE BID to clear JET SET DRAGON.  He said in the early part of the Back Straight he was not able to shift in behind JET SET DRAGON and was therefore left racing in a three wide position without cover.  He said although the tempo of the race slowed at the 800 Metres, he believed that he would have had to make too much use of HIT THE BID to go forward having in mind that he had ridden the horse along in the early part of the race and HIT THE BID was carrying top weight of 133 lbs.
A veterinary inspection of MY LEGEND and DIAMOND FRIENDS immediately following the race did not show any significant findings.
HIT THE BID, SEA WARRIOR and HAPPY HOMING were sent for sampling.
            "
20150114-3.html,2015-01-14,Happy Valley,3,2014-313,Class 4,1200,GOOD,LAMBETH HANDICAP,"TURF - ""B"" COURSE",23.91 23.73 23.44,"
                FRIENDS OF YAN OI began only fairly.
CRAIGâS FORTUNE began awkwardly, got its head on the side and shifted in towards the heels of EASTERN PROMISE, resulting in CRAIGâS FORTUNE being hampered and losing ground.
TOMODACHI got its head up and proved difficult to settle approaching and passing the 1000 Metres.
Approaching the 800 Metres, BALTIC WARRIOR was awkwardly placed close to the heels of GREAT SPEED which was reluctant to maintain its position between WHISTLE BLOWER and inside TOMODACHI.  BALTIC WARRIOR remained awkwardly placed close to the heels of GREAT SPEED for some distance after this.
After the 800 Metres, MONTE CASTELLO was left racing wide and without cover.
Making the turn after the 600 Metres, GREAT SPEED lost ground when reluctant to maintain its position between MONTE CASTELLO and WHISTLE BLOWER which shifted out slightly when awkwardly placed close to the heels of YOU ARE THE ONE.  BALTIC WARRIOR, which was following, was hampered in consequence.  For some distance after this, BALTIC WARRIOR was checked away from the heels of GREAT SPEED when being taken back through the field due to GREAT SPEED losing ground.
Near the 500 Metres, FRIENDS OF YAN OI momentarily raced tight inside BALTIC WARRIOR.
At the 200 Metres, M Demuro (CRAIGâS FORTUNE) dropped his whip.
Rounding the Home Turn, EXCELLENT FORTUNE was awkwardly placed outside the heels of FRIENDS OF YAN OI which was awkwardly placed behind FLYING RED.
Approaching the 100 Metres, FLYING RED was crowded for room between EASTERN PROMISE and TOMODACHI which shifted out when giving ground.
Also approaching the 100 Metres, EXCELLENT FORTUNE was shifted to the inside of the heels of FRIENDS OF YAN OI in an endeavour to obtain clear running.  However, FRIENDS OF YAN OI then shifted in, resulting in EXCELLENT FORTUNE having to be checked away from the heels of that horse near the 50 Metres.  After this, EXCELLENT FORTUNE was unable to obtain clear running and consequently could not be properly tested.
Close to the finishing line, EASTERN PROMISE was awkwardly placed inside the heels of ALL TIMES LUCKY.
A veterinary inspection of FLYING RED immediately following the race confirmed the horse to be a âroarerâ which had previously been reported.
BALTIC WARRIOR, MONTE CASTELLO and ALL TIMES LUCKY were sent for sampling.
            "
20150114-4.html,2015-01-14,Happy Valley,4,2014-314,Class 4,1800,GOOD,ICE HOUSE HANDICAP,"TURF - ""B"" COURSE",13.91 23.70 25.27 24.39 24.08,"
                FRESH AND FRESH began awkwardly and lost ground.
NAVEL ORANGE was very slow to begin.  Before being allowed to race again, NAVEL ORANGE will be required to perform satisfactorily in a stalls test.
DRAGON PINS began awkwardly and shortly after the start shifted out and bumped SUPER STRIKE.
Shortly after the start, DRAGON GLORY and DUAL HAPPY bumped.
From the wide barriers, LOVING STAR and INDIGO WAY were shifted across behind runners in the early stages.
Passing the winning post on the first occasion, ONE OF A KIND was left racing very wide and after this was taken back to the rear of the field to obtain cover.
Rounding the Home Turn, SUPER STRIKE and LETâS GOAL were steadied when racing tight inside DRAGON GLORY and behind FRESH AND FRESH which was giving ground.
At the entrance to the Straight, DRAGON GLORY was shifted to the inside of DUAL HAPPY after being awkwardly placed close to the heels of that horse.
Throughout the race, DUAL HAPPY travelled wide and without cover and in the Straight gave ground.
When questioned, M Demuro (ONE OF A KIND) stated that passing the 800 Metres he was in a position following LOVING STAR.  He said when that horse made a forward move after the 800 Metres, he attempted to improve with that horse, however, ONE OF A KIND was not travelling well at that time and he was not able to immediately improve his position behind LOVING STAR.  He said he felt that at this time he would have had to ride ONE OF A KIND along in order to follow LOVING STAR and he did not believe this was in the horseâs best interests at this stage of the race.  He said therefore he allowed NAVEL ORANGE to shift out behind LOVING STAR and he elected to continue to follow that horse forward as he believed NAVEL ORANGE would be a good chance in the race.  He added however that ONE OF A KIND came under heavy pressure after the 600 Metres and the horse then took some time to commence to travel better.
When questioned regarding the disappointing performance of JOLLY GOOD STAR, J Moreira stated that he was not able to offer any excuse for the horseâs performance.  He said he was able to travel outside the leader in what was a slowly run race.  He said however JOLLY GOOD STAR came under pressure after the 600 Metres to hold its position and then was disappointing in its failure to finish off the race in the Straight.  A veterinary inspection of JOLLY GOOD STAR immediately following the race did not show any significant findings.
A veterinary inspection of DUAL HAPPY immediately following the race did not show any significant findings.
JOLLY GOOD STAR, DRAGON PINS and NAVEL ORANGE were sent for sampling.
            "
20150114-5.html,2015-01-14,Happy Valley,5,2014-315,Class 4 (Special Condition),1650,GOOD,EDINBURGH HANDICAP,"TURF - ""B"" COURSE",28.94 25.67 23.55 23.59,"
                The Stewards were notified by Dr T S M Wan, Head of Racing Laboratory, that a pre-race urine sample he had analysed earlier today was found to contain the prohibited substance phenylbutazone and its metabolites.  It was subsequently established that the relevant sample was taken from SOUTHERN SPRINGS, a declared runner in this race.  After informing Mr C S Shum, the trainer of SOUTHERN SPRINGS, of the analystâs findings, the Stewards acceded to a request from him to withdraw SOUTHERN SPRINGS from this race.  Accordingly, SOUTHERN SPRINGS was withdrawn by order of the Stewards.  Further, urine and blood samples were subsequently taken from SOUTHERN SPRINGS under post-race conditions.  The matter was now adjourned until a date to be fixed.
As the start was effected, MANIPULATION, which was fractious in the stalls, lifted its front feet off the ground and made heavy contact with the outside of its stall, resulting in the horse losing a considerable amount of ground.  Before being allowed to race again, MANIPULATION will be required to perform satisfactorily in an official barrier trial.
Passing the winning post on the first occasion, TOMâS CHARM was steadied away from the heels of SAFARI MAGIC.
Rounding the Home Turn, CHINA DELIGHT was awkwardly placed close to the heels of GENUINE CHAMPION.
After the 300 Metres, TOMâS CHARM was shifted in away from the heels of MANIPULATION to obtain clear running.  Then approaching the 200 Metres, TOMâS CHARM became unbalanced when bumped heavily by MANIPULATION which, when commencing to give ground, got its head on the side and shifted in away from ENDORSING (N Rawiller) before being taken in marginally by that horse.  CHINA DELIGHT, which was racing to the inside of TOMâS CHARM, blundered when being checked in consequence.  N Rawiller was advised that whilst the racing manners of MANIPULATION had initiated the incident by wanting to lay in away from ENDORSING, nonetheless he had permitted his mount to shift in which had also contributed to the incident.  N Rawiller was reprimanded and advised to ensure that he makes every endeavour to prevent his mounts from shifting ground in similar circumstances.
Near the 100 Metres, ENDORSING momentarily raced in restricted room between STAR MAJESTIC and SAFARI MAGIC which shifted out under pressure.
For the majority of the race, WINNING APEX travelled wide and without cover and in the Straight gave ground.
When questioned, H W Lai stated that he had been asked to ride AMBITIOUS GLORY in about a midfield position as the horse was attempting the 1650 Metres for the first time in its career.  He said he was asked to ride the horse more patiently than had been the case over shorter distances to ensure that AMBITIOUS GLORY would be able to see out the distance of the race.
A veterinary inspection of UNBEATABLE GUTS immediately following the race did not show any significant findings.
STAR MAJESTIC and SAFARI MAGIC were sent for sampling.
            "
20150114-6.html,2015-01-14,Happy Valley,6,2014-316,Class 3,1000,GOOD,THE HONG KONG CLUB CHALLENGE CUP (HANDICAP),"TURF - ""B"" COURSE",12.61 21.84 23.10,"
                CHOICE EXCHEQUER began awkwardly, shifted out and bumped the hindquarters of ST YAZIN.
From a wide barrier, SPITFIRE was shifted across behind runners in the early stages.
Making the first turn after the 600 Metres, FANTASTICO shifted out after being awkwardly placed close to the heels of TRIUMPHANT JEWEL.  ROMAN LEGEND and LUCKY CELEBRITY were hampered and taken wider in consequence.
ANDNOWURMINE got its head up and made the turn after the 600 Metres awkwardly.  SPITFIRE, which was following ANDNOWURMINE, shifted out away from the heels of that horse and ran wide.
Approaching the 500 Metres, ST YAZIN, which was racing keenly, was awkwardly placed close to the heels of ANDNOWURMINE.
After the 500 Metres, EXCEL ONESELF raced tight inside FANTASTICO.
Passing the 250 Metres, ST YAZIN was shifted in away from the heels of TOUCH GO.
Approaching the 200 Metres, EXCEL ONESELF was shifted to the outside of FANTASTICO after being disappointed for running between that horse and TRIUMPHANT JEWEL.
N Callan (FUN âNâ GAMES) pleaded guilty to a charge of careless riding [Rule 100(1)] in that for some distance approaching the 200 Metres he failed to make sufficient endeavours to prevent his mount from shifting in, resulting in  WINFULL PATROL initially being crowded for room and then after the 200 Metres losing the running to which it was rightfully entitled.  N Callan was suspended from riding in races for a period to expire on Thursday, 5 February 2015 on which day he may resume race riding (3 Hong Kong racedays).  The commencement of the suspension was deferred until after the Sha Tin racemeeting on Sunday, 25 January 2015.
Approaching the 100 Metres, TOUCH GO was bumped by ST YAZIN which got its head on the side and shifted out away from WINFULL PATROL.
At the 100 Metres, SPITFIRE was struck over the nose by the whip of B Prebble (LUCKY CELEBRITY).
Whilst the Stewards were satisfied that the riding of D Whyte (WINFULL PATROL), 6th placegetter, over the concluding stages did not affect the horseâs finishing position, he was nonetheless reminded of his obligation to ride his mounts out at least hands and heels to the end of the race where circumstances permit.
When questioned, G Mosse stated that over the concluding stages ST YAZIN was awkwardly placed inside the heels of FANTASTICO after laying out away from WINFULL PATROL.  He said because of the positioning of ST YAZIN at this time, he was not able to ride the horse out all the way to the end of the race.
A veterinary inspection of LUCKY CELEBRITY immediately following the race did not show any significant findings.
TRIUMPHANT JEWEL and EXCEL ONESELF were sent for sampling.
            "
20150114-7.html,2015-01-14,Happy Valley,7,2014-317,Class 3,1200,GOOD,CONNAUGHT HANDICAP,"TURF - ""B"" COURSE",23.80 23.69 22.93,"
                FIVE UP HIGH and ALL WIN BOY bumped at the start.  FIVE UP HIGH and ALL WIN BOY were then crowded for room inside ALL THE BEST, resulting in CLEVER BEAVER being taken in across the heels of SUPREME FALCON and being hampered.
From the outside barriers, STEP FASTER and POPPING CANDY were shifted across behind runners in the early stages.
Making the first turn near the 1000 Metres, ORIENTAL PROSPER got its head up and raced keenly when being steadied to allow GORGEOUS DEBUT to cross.
Making the first turn after the 1000 Metres, GENTILIS proved difficult to settle and got its head up when awkwardly placed close to the heels of FIVE UP HIGH.
After the 1000 Metres, GOLDEN DEER was steadied away from the heels of SILLY BUDDIES (K Teetan) which shifted in when not quite clear.  K Teetan was reprimanded and advised to ensure that he is sufficiently clear when shifting ground in future.
For some distance approaching and passing the 800 Metres, POPPING CANDY and ALL THE BEST both proved difficult to settle when awkwardly placed close to the heels of GENTILIS and GOLDEN DEER respectively.
At the 600 Metres, SILLY BUDDIES was taken wider by FIVE UP HIGH which shifted out away from the heels of SUPREME FALCON after being awkwardly placed behind that horse.
For some distance approaching the 500 Metres, STEP FASTER got its head up when being checked away from the heels of ALL WIN BOY and near the 450 Metres shifted out, resulting in POPPING CANDY becoming unbalanced when crowded for room inside GOLDEN DEER.
After the 150 Metres, ALL THE BEST shifted in under pressure and raced tight outside GOLDEN DEER.  ALL THE BEST and GOLDEN DEER then continued to race tight until near the 50 Metres due to ALL THE BEST hanging in.
Passing the 100 Metres, ORIENTAL PROSPER and GORGEOUS DEBUT made contact due to both horses shifting ground.  GORGEOUS DEBUT (M Guyon) then shifted out further after becoming unbalanced when bumped on the hindquarters by ORIENTAL PROSPER.  M Guyon was advised that whilst there was contribution to this incident by ORIENTAL PROSPER, nonetheless he was reprimanded and advised to ensure that he makes every endeavour to keep his mounts on a straight course.
Over the concluding stages, CLEVER BEAVER, GORGEOUS DEBUT and SUPREME FALCON raced tight.
Close to the finishing line, GENTILIS was awkwardly placed close to the heels of ALL WIN BOY.
Throughout the race, SILLY BUDDIES travelled wide and without cover.
When questioned, J Moreira stated that it has been intended for GENTILIS to be ridden in a forward position.  He said he was asked to lead on GENTILIS however, if the pace of the race was strong in the early stages, he should attempt to obtain cover behind the leaders if possible.  He said after being loaded, GENTILIS initially stood well in the barriers, however, just prior to the start being effected, GENTILIS became fractious and as the gates opened was sitting back in its stall which resulted in it lifting its front feet off the ground and being slow to begin.  He said when this happened he believed that to ride GENTILIS forward at that time was not in the horseâs best interests given that it was anticipated that there was going to be good speed in the race from runners drawn more favourably and that had he have pursued a forward position on GENTILIS, he would likely have been left racing wide and without cover.  He said he therefore elected to shift GENTILIS across behind runners and obtain cover with a view to being able to finish off the race.  He added making the first turn near the 1000 Metres GENTILIS commenced to prove difficult to settle and was awkwardly placed close to the heels of FIVE UP HIGH.  He said after this GENTILIS was able to travel more comfortably and making the Home Turn was able to improve its position to be racing behind the eventual winner SUPREME FALCON.  He said however that after being placed under pressure in the Straight, GENTILIS did not finish off its race.  Mr C H Yip, the trainer of GENTILIS, confirmed the instructions given to Jockey Moreira to obtain a forward position if possible. 
A veterinary inspection of GENTILIS immediately following the race did not show any significant findings.
CLEVER BEAVER, SUPREME FALCON and GORGEOUS DEBUT were sent for sampling.
            "
20150114-8.html,2015-01-14,Happy Valley,8,2014-318,Class 3,1650,GOOD,CLUB STREET HANDICAP,"TURF - ""B"" COURSE",28.52 24.16 24.34 23.81,"
                GRIFFINDOR was withdrawn on 13.1.15 by order of the Stewards acting on veterinary advice (lame left fore) and was replaced by Standby Declared Starter CIRCUIT STAR (K C Leung).  Before being allowed to race again, GRIFFINDOR will be subjected to an official veterinary examination.
As the start was effected, CIRCUIT STAR lifted its front feet off the ground and began fairly and then shortly after the start was checked when crowded for room between KA YING KID which got its head on the side and shifted out and WAH MAY BABY which was taken in by GOLDEN ADDICTION.
MIDNITE PROMISE was slow to begin.
From wide barriers, BUDDY BUDDIES, RIDE WITH THE WIND and ENTRUSTING were shifted across behind runners in the early stages.
Near the 1350 Metres, KA YING KID was checked after getting its head on the side and shifting out towards the heels of GOLDEN ADDICTION.
After the 1100 Metres, SILVER GATSBY was left racing wide and without cover and near the 800 Metres was allowed to improve its position to race outside the lead.
Making the turn after the 600 Metres, GOLDEN ADDICTION shifted in and bumped the hindquarters of KA YING KID which became unbalanced.
Passing the 600 Metres, LUCKY HAMMER was awkwardly placed inside the heels of SILVER GATSBY.
Approaching the 400 Metres, GOLDEN ADDICTION hung in and was checked away from the heels of LUCKY HAMMER.
Making the Home Turn, CIRCUIT STAR was awkwardly placed close to the heels of KA YING KID.
At the entrance to the Straight, SILVER GATSBY lost its right hind plate.
At the 300 Metres, CIRCUIT STAR was hampered when taken in by MARVEL TRIBE (N Callan) which shifted to the inside of SILVER GATSBY to obtain clear running.  ENTRUSTING, which was following, was shifted in away from the heels of CIRCUIT STAR in consequence.  N Callan was severely reprimanded and advised to exercise more care when shifting ground in future.
Approaching the 200 Metres, ENTRUSTING raced tight inside KA YING KID when improving into narrow running inside that horse.
Over the concluding stages, CIRCUIT STAR raced in restricted room between WAH MAY BABY and LUCKY HAMMER which shifted in.
Close to the finishing line, RIDE WITH THE WIND got its head on the side and shifted in.
Also close to the finishing line, KA YING KID was steadied away from the heels of WAH MAY BABY.
In the Straight, HAPPY ROCKY hung in under pressure.
A veterinary inspection of KA YING KID immediately following the race found that horse to have sustained a superficial wound to the left hind leg.
A veterinary inspection of GOLDEN ADDICTION immediately following the race including an endoscopic examination showed a substantial amount of blood in the horse's trachea.  Before being allowed to race again, GOLDEN ADDICTION will be subjected to an official veterinary examination.
HAPPY ROCKY, MARVEL TRIBE and ENTRUSTING were sent for sampling.
            "
20150118-1.html,2015-01-18,Sha Tin,1,2014-319,Class 4,1200,GOOD TO FIRM,CARPENTER HANDICAP,"TURF - ""A+3"" COURSE",23.80 23.30 23.31,"
                On entering the track, A Suborics was dislodged from BLIZZARD which then galloped a short distance riderless.  After being remounted, BLIZZARD was ridden to the Start and examined by the Veterinary Officer who said in his opinion it was suitable to race.
FIRE STARTER and AH BO both began awkwardly and then shortly after the start were crowded for room between ONE MORE WORLD and A FAST ONE which shifted in abruptly after being bumped by LEAN JOURNEY.  In this incident, FIRE STARTER bumped the hindquarters of ONE MORE WORLD which became unbalanced.
From wide barriers, ALL MY GAIN and GORDON GEKKO were steadied in the early stages with a view to being shifted across towards the rear.
Approaching the 1100 Metres, ONE MORE WORLD was momentarily crowded for room inside A FAST ONE.
Passing the 900 Metres, LEAN JOURNEY was steadied away from the heels of BLIZZARD (A Suborics) which shifted in when not properly clear.  A Suborics was reprimanded.
After the 800 Metres, GOLDEN GUNNERS commenced to prove difficult to settle and got its head up when being checked away from the heels of TO-KALON.  At the same stage, ONE MORE WORLD was awkwardly placed close to the heels of LEAN JOURNEY.
Near the 700 Metres, LUCKY PLACE, which was proving difficult to settle and was inclined to lay out, was momentarily crowded for room inside TEN FLAMES (N Callan) which shifted in before being shifted out abruptly to relieve the tightening to LUCKY PLACE.  N Callan was advised to exercise more care.  After this, LUCKY PLACE travelled keenly and near the 600 Metres was checked after improving inside the heels of TEN FLAMES which, after initially being clear of LUCKY PLACE, then shifted across the running of that horse to a position outside BLIZZARD when not fully clear.  TO-KALON and LEAN JOURNEY, which were racing inside LUCKY PLACE, were hampered in this incident.  N Callan was advised that whilst the racing manners of LUCKY PLACE had a significant bearing on this incident, nonetheless at the time that he directed TEN FLAMES into a position outside BLIZZARD, he was not properly clear and for this he was severely reprimanded and advised to ensure that he exercises due care when shifting ground in future.  When LUCKY PLACE was checked, that horse shifted out abruptly across the heels of TEN FLAMES, resulting in AH BO being checked in consequence.
For the remainder of the race after the 600 Metres, ALL MY GAIN, which was reported to have got its tongue over the bit during the race, hung out.  Before being allowed to race again, ALL MY GAIN will be required to perform satisfactorily in an official barrier trial around a bend.
GOLDEN GUNNERS was held up for clear running rounding the Home Turn and unable to improve.
FIRE STARTER was unable to obtain clear running in the early part of the Straight and passing the 300 Metres became unbalanced when steadied after being disappointed for running between A FAST ONE and LUCKY PLACE.
ONE MORE WORLD was unable to obtain clear running until passing the 300 Metres.
AH BO, MULTIMAX and BLIZZARD were sent for sampling.
            "
